customerid,age,gender,category,orderdate,shipdate,deliverytimedays,latedeliveryflag,unitprice,quantity,discountpercent,revenue,profit,totalordersbycustomer,customerlifetimevalue,campaignname,adspend,shippingprovider,highriskcustomerflag,shippingcost,paymentmethod,customersegment,returned,devicetype,orderstatus,warehouselocation,acquisitionchannel,productcostinr,grossmargininr,couponcodeused,calculated_profit,order_year,order_month,order_day,order_weekday,profit_margin_percent,,,,,,,,
CUST00504,22,Male,Electronics,03-10-2024,07-10-2024,4,No,5564.75,2,0,11129.5,4628.389106,48,83094.25616,New Year Blast,538.73,Ecomexpress,Yes,167.9,Debit Card,At Risk,No,Tablet,Delivered,Bangalore Wh,Google Ads,1949.226264,4217.493819,No,9180.273736,2024,10,3,Thursday,41.58667601,,,,,,,,
CUST00500,39,Male,Electronics,11-07-2024,20-07-2024,9,No,5225.87,2,5,9929.153,1503.742939,9,75448.00984,Clearance,0,Bluedart,No,63.57,Debit Card,Unknown,Yes,Unknown,Delivered,Delhi Wh,Email,8792.480373,2041.579566,Yes,1136.672627,2024,7,11,Thursday,15.14472522,,,,,,,,
CUST03500,41,Female,Health,11-07-2022,13-07-2022,2,No,5259.23,1,15,4470.3455,1230.514405,42,12349.664,Festive Sale,543.75,Not Assigned,No,84.91,Upi,At Risk,Yes,Desktop,Delivered,Delhi Wh,Organic,18003.08774,4879.434214,Yes,-13532.74224,2022,7,11,Monday,27.52615888,,,,,,,,
CUST03695,51,Male,Clothing,01-04-2022,13-04-2022,12,Yes,3694.75,4,5,14040.05,2675.777816,32,30279.0513,Summer Bonanza,341.21,Bluedart,No,207.2,Net Banking,Returning,Yes,Desktop,Delivered,Mumbai Wh,Referral,3908.169903,4879.787036,Yes,10131.8801,2022,4,1,Friday,19.05817868,,,,,,,,
CUST03868,61,Female,Health,10-05-2023,17-05-2023,7,No,5439.24,3,15,13870.062,4585.664881,9,63422.40315,Summer Bonanza,0,Bluedart,No,231.61,Net Banking,New,Yes,Tablet,Delivered,Bangalore Wh,Referral,13905.8352,712.3938865,Yes,-35.7732,2023,5,10,Wednesday,33.06160334,,,,,,,,
CUST03004,64,Female,Electronics,01-05-2022,02-05-2022,1,No,4865.8,1,0,4865.8,675.9950141,4,17158.3529,Summer Bonanza,0,Delhivery,No,55.57,Unknown,Loyal,No,Desktop,Returned,Mumbai Wh,Referral,14282.04028,2449.413193,No,-9416.24028,2022,5,1,Sunday,13.89278257,,,,,,,,
CUST00975,49,Male,Sports,28-09-2024,02-10-2024,4,No,5492.41,2,5,10435.579,3341.54972,4,18911.38076,New Year Blast,655.63,Ecomexpress,No,128.6,Net Banking,At Risk,No,Tablet,Delivered,Bangalore Wh,Facebook Ads,4825.222478,361.4996848,Yes,5610.356522,2024,9,28,Saturday,32.02074097,,,,,,,,
CUST03806,24,Female,Clothing,17-10-2024,22-10-2024,5,No,2335.23,4,15,7939.782,3040.250457,16,57066.64131,Festive Sale,320.12,Bluedart,No,119.01,Unknown,Loyal,No,Tablet,Delivered,Bangalore Wh,Email,322.0935143,1853.010621,Yes,7617.688486,2024,10,17,Thursday,38.29135935,,,,,,,,
CUST01107,18,Male,Beauty,20-11-2022,01-12-2022,11,Yes,613.51,3,0,1840.53,612.5656482,35,16699.47726,No Campaign,441.26,Not Assigned,Yes,37.59,Cash On Delivery,At Risk,No,Unknown,Cancelled,Mumbai Wh,Email,13356.4848,451.1767122,No,-11515.9548,2022,11,20,Sunday,33.28202465,,,,,,,,
CUST02306,41,Male,Home,08-02-2022,16-02-2022,8,Yes,2794.39,6,5,15928.023,4408.743988,46,59357.16522,Clearance,0,Ecomexpress,Yes,55.76,Credit Card,Returning,Yes,Mobile,Delivered,Mumbai Wh,Email,12421.67959,887.8390984,Yes,3506.34341,2022,2,8,Tuesday,27.67916638,,,,,,,,
CUST03489,61,Male,Electronics,09-10-2023,20-10-2023,11,Yes,2866.51,4,5,10892.738,2394.862737,13,79630.3142,Festive Sale,141.13,Not Assigned,Yes,33.32,Unknown,Loyal,No,Desktop,Shipped,Mumbai Wh,Facebook Ads,13064.23947,4474.119912,Yes,-2171.50147,2023,10,9,Monday,21.9858656,,,,,,,,
CUST03882,63,Female,Toys,22-07-2024,29-07-2024,7,Yes,411.21,5,20,1644.84,397.3007967,44,13420.07845,Clearance,212.29,Bluedart,No,245.18,Credit Card,At Risk,No,Mobile,Delivered,Bangalore Wh,Referral,3297.582085,4237.243921,Yes,-1652.742085,2024,7,22,Monday,24.15437348,,,,,,,,
CUST02779,48,Female,Electronics,16-01-2022,20-01-2022,4,No,665.2,6,10,3592.08,541.1058341,43,15662.46813,No Campaign,0,Not Assigned,Yes,274.43,Cash On Delivery,Loyal,Yes,Mobile,Cancelled,Bangalore Wh,Referral,12153.93825,4303.871986,Yes,-8561.85825,2022,1,16,Sunday,15.0638581,,,,,,,,
CUST00998,49,Male,Toys,31-03-2024,01-04-2024,1,No,3369.77,5,15,14321.5225,2212.842756,14,136732.9253,Clearance,339.59,Not Assigned,No,71.97,Net Banking,Loyal,No,Tablet,Delivered,Bangalore Wh,Facebook Ads,10925.15695,260.0143077,Yes,3396.36555,2024,3,31,Sunday,15.45116978,,,,,,,,
CUST03014,47,Female,Health,07-12-2023,09-12-2023,2,No,515.17,1,5,489.4115,-30.55779845,39,2090.70254,New Year Blast,0,Ecomexpress,No,239.07,Credit Card,New,Yes,Tablet,Shipped,Bangalore Wh,Google Ads,9160.59333,2889.017724,Yes,-8671.18183,2023,12,7,Thursday,-6.24378431,,,,,,,,
CUST03040,21,Male,Electronics,29-04-2023,08-05-2023,9,Yes,5545.66,2,15,9427.622,3352.438245,36,43541.80838,Festive Sale,0,Ecomexpress,Yes,180.88,Debit Card,New,No,Mobile,Cancelled,Bangalore Wh,Facebook Ads,15583.07044,3892.98947,Yes,-6155.44844,2023,4,29,Saturday,35.55974396,,,,,,,,
CUST02461,56,Male,Sports,27-08-2022,28-08-2022,1,No,2005.93,4,10,7221.348,2962.507402,28,19404.18863,Clearance,326.1,Ecomexpress,Yes,90.63,Net Banking,New,Yes,Tablet,Delivered,Bangalore Wh,Facebook Ads,7888.302804,3489.113746,Yes,-666.954804,2022,8,27,Saturday,41.02429909,,,,,,,,
CUST00267,35,Female,Sports,25-10-2022,29-10-2022,4,No,2282.76,4,10,8217.936,3024.746288,32,46101.29081,Clearance,0,Bluedart,No,149.08,Upi,Unknown,Yes,Mobile,Delivered,Delhi Wh,Referral,7194.690079,2552.961141,Yes,1023.245921,2022,10,25,Tuesday,36.80664206,,,,,,,,
CUST02564,50,Female,Sports,04-03-2023,16-03-2023,12,Yes,341.33,1,0,341.33,70.136484,43,2820.179268,Clearance,324.74,Bluedart,No,66.44,Cash On Delivery,New,Yes,Desktop,Delivered,Mumbai Wh,Email,10911.91027,696.5336464,No,-10570.58027,2023,3,4,Saturday,20.54799871,,,,,,,,
CUST01398,35,Male,Home,11-03-2024,13-03-2024,2,No,3973.38,3,0,11920.14,1767.23876,3,62591.03593,Festive Sale,0,Ecomexpress,No,71.57,Credit Card,Loyal,Yes,Desktop,Returned,Bangalore Wh,Referral,18895.00702,3892.410026,No,-6974.86702,2024,3,11,Monday,14.8256544,,,,,,,,
CUST00110,55,Male,Toys,28-07-2023,05-08-2023,8,Yes,3340.9,3,10,9020.43,1623.794964,44,75232.9555,Clearance,244.66,Bluedart,No,299.85,Upi,New,No,Tablet,Delivered,Delhi Wh,Google Ads,7016.29598,4460.46823,Yes,2004.13402,2023,7,28,Friday,18.00130331,,,,,,,,
CUST02314,60,Female,Beauty,23-05-2022,24-05-2022,1,No,3191.81,5,0,15959.05,2526.409402,30,158081.1995,Clearance,211.2,Not Assigned,No,143.43,Debit Card,Returning,Yes,Mobile,Delivered,Ahmedabad Wh,Organic,9017.5344,1415.096734,No,6941.5156,2022,5,23,Monday,15.83057514,,,,,,,,
CUST01283,54,Male,Toys,24-09-2024,27-09-2024,3,No,4293.54,6,20,20608.992,8124.021741,45,101959.1432,No Campaign,413.55,Delhivery,No,108.71,Net Banking,At Risk,No,Desktop,Delivered,Delhi Wh,Organic,5473.193655,2744.015656,Yes,15135.79835,2024,9,24,Tuesday,39.41979181,,,,,,,,
CUST00987,56,Female,Health,16-05-2022,17-05-2022,1,No,648.15,1,10,583.335,-28.94974915,19,933.1295964,Festive Sale,325.41,Delhivery,Yes,206.14,Unknown,Loyal,Yes,Mobile,Delivered,Mumbai Wh,Facebook Ads,13656.32655,2503.022476,Yes,-13072.99155,2022,5,16,Monday,-4.962799961,,,,,,,,
CUST03557,31,Male,Toys,04-08-2024,07-08-2024,3,No,4783.25,4,10,17219.7,4260.753254,30,67015.00525,No Campaign,0,Bluedart,No,253.3,Unknown,Returning,No,Desktop,Returned,Bangalore Wh,Email,13915.39565,4637.628868,Yes,3304.30435,2024,8,4,Sunday,24.74348133,,,,,,,,
CUST03086,28,Male,Toys,06-10-2022,16-10-2022,10,Yes,4619.52,4,20,14782.464,3879.760935,5,117238.2221,Festive Sale,0,Ecomexpress,No,213.41,Net Banking,Unknown,Yes,Desktop,Delivered,Mumbai Wh,Referral,3085.062065,2320.233981,Yes,11697.40194,2022,10,6,Thursday,26.24569852,,,,,,,,
CUST03583,47,Male,Beauty,07-10-2022,11-10-2022,4,No,2284.54,2,0,4569.08,1452.487832,48,12683.04567,Summer Bonanza,0,Not Assigned,Yes,226.16,Unknown,Loyal,Yes,Unknown,Shipped,Ahmedabad Wh,Google Ads,5422.53417,2366.217769,No,-853.45417,2022,10,7,Friday,31.78950318,,,,,,,,
CUST01250,51,Female,Home,21-01-2024,25-01-2024,4,No,3945,3,0,11835,3671.409926,11,118332.0385,Festive Sale,668.64,Indiapost,No,180.07,Unknown,Loyal,No,Tablet,Delivered,Delhi Wh,Google Ads,4284.874813,1207.831964,No,7550.125187,2024,1,21,Sunday,31.02163013,,,,,,,,
CUST03750,64,Male,Beauty,08-08-2024,14-08-2024,6,No,1825.94,5,20,7303.76,2096.555657,33,23113.9336,Summer Bonanza,270.9,Indiapost,No,39.58,Net Banking,Returning,No,Mobile,Delivered,Ahmedabad Wh,Google Ads,15592.57277,978.292874,Yes,-8288.81277,2024,8,8,Thursday,28.70515539,,,,,,,,
CUST00854,39,Male,Beauty,12-08-2023,14-08-2023,2,No,2544.99,5,5,12088.7025,5181.161367,31,67858.99586,Clearance,608.93,Indiapost,Yes,69.07,Net Banking,New,Yes,Tablet,Delivered,Mumbai Wh,Referral,1973.441719,289.0999255,Yes,10115.26078,2023,8,12,Saturday,42.85953242,,,,,,,,
CUST02133,56,Male,Toys,23-12-2022,24-12-2022,1,No,2919.91,5,0,14599.55,4683.718471,31,22095.49204,Clearance,177.44,Not Assigned,No,270.35,Debit Card,New,Yes,Mobile,Delivered,Ahmedabad Wh,Email,5188.530131,4106.147063,No,9411.019869,2022,12,23,Friday,32.08125231,,,,,,,,
CUST00115,39,Female,Electronics,05-05-2023,12-05-2023,7,Yes,5072.7,4,10,18261.72,3329.079228,14,71889.74026,New Year Blast,0,Indiapost,No,140.38,Debit Card,Loyal,No,Tablet,Returned,Delhi Wh,Google Ads,10246.32757,2071.66295,Yes,8015.39243,2023,5,5,Friday,18.22982297,,,,,,,,
CUST01475,38,Male,Electronics,20-12-2022,25-12-2022,5,No,617.19,1,5,586.3305,1.254620929,13,3191.770428,Summer Bonanza,0,Not Assigned,Yes,136.24,Debit Card,Loyal,Yes,Mobile,Shipped,Ahmedabad Wh,Organic,1938.934793,458.8310076,Yes,-1352.604293,2022,12,20,Tuesday,0.213978452,,,,,,,,
CUST01773,43,Male,Electronics,06-09-2023,10-09-2023,4,No,855.05,1,0,855.05,-10.40764424,24,2755.731101,Clearance,0,Bluedart,Yes,212.3,Unknown,Loyal,Yes,Unknown,Delivered,Delhi Wh,Email,418.8935424,2800.603435,No,436.1564576,2023,9,6,Wednesday,-1.217197151,,,,,,,,
CUST03786,36,Male,Sports,11-08-2024,16-08-2024,5,No,441.45,3,10,1191.915,117.4501987,27,9101.498458,New Year Blast,0,Ecomexpress,Yes,132.72,Debit Card,Loyal,Yes,Desktop,Delivered,Ahmedabad Wh,Email,13884.61995,1743.215924,Yes,-12692.70495,2024,8,11,Sunday,9.853907258,,,,,,,,
CUST00815,61,Male,Electronics,11-06-2024,20-06-2024,9,No,4230.52,4,0,16922.08,7294.059258,37,98505.53305,Clearance,238.04,Not Assigned,No,105.93,Debit Card,At Risk,No,Desktop,Delivered,Delhi Wh,Email,12348.86616,4860.199262,No,4573.21384,2024,6,11,Tuesday,43.10379846,,,,,,,,
CUST00854,42,Female,Home,08-04-2022,15-04-2022,7,No,5088.26,3,15,12975.063,5825.05756,50,29158.81198,New Year Blast,0,Bluedart,No,69.21,Cash On Delivery,Returning,Yes,Unknown,Returned,Delhi Wh,Google Ads,366.6149447,2294.226413,Yes,12608.44806,2022,4,8,Friday,44.89425261,,,,,,,,
CUST00375,56,Female,Electronics,13-07-2023,19-07-2023,6,No,1350.45,2,20,2160.72,70.37250865,13,14157.84841,Clearance,102.37,Bluedart,Yes,256.5,Credit Card,New,No,Desktop,Shipped,Delhi Wh,Email,1161.004992,603.6540417,Yes,999.715008,2023,7,13,Thursday,3.256900878,,,,,,,,
CUST01897,41,Female,Toys,08-08-2022,14-08-2022,6,No,5213.17,1,5,4952.5115,1244.132515,43,19399.65615,New Year Blast,0,Ecomexpress,No,97.97,Debit Card,Returning,Yes,Unknown,Cancelled,Bangalore Wh,Google Ads,4543.54132,3227.398512,Yes,408.97018,2022,8,8,Monday,25.12124434,,,,,,,,
CUST03281,60,Male,Toys,16-09-2024,26-09-2024,10,Yes,5760.27,1,15,4896.2295,1276.066208,43,30152.48051,No Campaign,0,Delhivery,Yes,118.69,Net Banking,Loyal,No,Mobile,Delivered,Delhi Wh,Organic,18142.34218,3987.836434,Yes,-13246.11268,2024,9,16,Monday,26.06222212,,,,,,,,
CUST00667,62,Female,Beauty,30-03-2022,01-04-2022,2,No,2564.34,4,5,9744.492,1984.103647,32,63606.21473,Summer Bonanza,0,Ecomexpress,Yes,141.18,Unknown,New,No,Unknown,Delivered,Mumbai Wh,Organic,13123.99358,2948.410491,Yes,-3379.50158,2022,3,30,Wednesday,20.36128355,,,,,,,,
CUST02777,29,Female,Toys,14-09-2024,16-09-2024,2,No,3491.26,3,10,9426.402,3801.378578,12,66545.70145,New Year Blast,166.51,Delhivery,No,254.09,Debit Card,Loyal,Yes,Tablet,Delivered,Delhi Wh,Organic,16139.0051,3896.62982,Yes,-6712.6031,2024,9,14,Saturday,40.32693044,,,,,,,,
CUST00963,41,Male,Electronics,20-05-2022,30-05-2022,10,Yes,5062.1,2,15,8605.57,2162.25145,14,39945.71083,Clearance,0,Ecomexpress,Yes,174.37,Credit Card,At Risk,No,Tablet,Delivered,Bangalore Wh,Organic,15237.6674,1568.587976,Yes,-6632.0974,2022,5,20,Friday,25.12618513,,,,,,,,
CUST01340,19,Female,Sports,21-08-2023,02-09-2023,12,Yes,5200.89,3,20,12482.136,5631.939647,29,123741.3597,Summer Bonanza,0,Delhivery,No,297.23,Debit Card,Loyal,Yes,Mobile,Delivered,Bangalore Wh,Email,19663.89596,2703.228446,Yes,-7181.75996,2023,8,21,Monday,45.11999907,,,,,,,,
CUST01355,25,Female,Health,04-10-2024,08-10-2024,4,No,5403.1,5,10,24313.95,3894.984937,9,225067.7007,Summer Bonanza,394.4,Not Assigned,No,155.87,Upi,Returning,No,Desktop,Delivered,Mumbai Wh,Email,19013.11102,4152.421304,Yes,5300.83898,2024,10,4,Friday,16.01954819,,,,,,,,
CUST00438,38,Male,Health,30-12-2022,02-01-2023,3,No,5720.36,5,5,27171.71,6506.112078,48,152584.424,Summer Bonanza,205.59,Ecomexpress,No,212.84,Cash On Delivery,At Risk,Yes,Desktop,Delivered,Delhi Wh,Google Ads,1532.663591,468.3504193,Yes,25639.04641,2022,12,30,Friday,23.94443367,,,,,,,,
CUST00451,41,Male,Clothing,24-10-2023,31-10-2023,7,Yes,5047,3,10,13626.9,2537.187321,29,134357.4131,Clearance,641.07,Ecomexpress,No,110.12,Debit Card,Loyal,No,Tablet,Shipped,Bangalore Wh,Organic,649.2289575,1371.229497,Yes,12977.67104,2023,10,24,Tuesday,18.61896191,,,,,,,,
CUST01941,42,Male,Sports,02-12-2023,07-12-2023,5,No,4493.88,1,10,4044.492,1312.82594,46,18530.18141,Clearance,78.44,Ecomexpress,Yes,65.23,Unknown,At Risk,No,Desktop,Cancelled,Bangalore Wh,Facebook Ads,10041.959,3171.764649,Yes,-5997.467,2023,12,2,Saturday,32.45960037,,,,,,,,
CUST00396,30,Male,Health,02-09-2023,14-09-2023,12,Yes,2892.89,5,10,13018.005,4519.960436,9,23078.22431,Festive Sale,0,Bluedart,No,179.05,Upi,Unknown,Yes,Unknown,Delivered,Ahmedabad Wh,Referral,10190.41623,3871.178939,Yes,2827.58877,2023,9,2,Saturday,34.72083807,,,,,,,,
CUST00636,20,Male,Home,02-03-2023,03-03-2023,1,No,2264.52,6,15,11549.052,4711.200273,28,115268.2803,No Campaign,0,Not Assigned,Yes,237.23,Unknown,Loyal,Yes,Unknown,Delivered,Mumbai Wh,Facebook Ads,1995.33131,972.9626638,Yes,9553.72069,2023,3,2,Thursday,40.79296095,,,,,,,,
CUST01032,23,Male,Clothing,10-07-2024,15-07-2024,5,No,5243.24,6,5,29886.468,8903.726429,8,180250.7676,Festive Sale,0,Delhivery,No,233.11,Unknown,At Risk,No,Tablet,Cancelled,Ahmedabad Wh,Referral,18195.47819,4251.927476,Yes,11690.98981,2024,7,10,Wednesday,29.79183231,,,,,,,,
CUST00475,62,Female,Beauty,15-08-2023,21-08-2023,6,No,4788.18,2,15,8139.906,3101.541969,22,29805.29886,No Campaign,0,Ecomexpress,No,190.08,Cash On Delivery,Loyal,No,Tablet,Cancelled,Delhi Wh,Facebook Ads,15527.17607,3130.904661,Yes,-7387.27007,2023,8,15,Tuesday,38.1029212,,,,,,,,
CUST01918,59,Female,Home,22-02-2024,04-03-2024,11,Yes,3466.23,4,0,13864.92,3996.102892,5,102266.3573,New Year Blast,327.45,Bluedart,No,287.75,Net Banking,Loyal,No,Mobile,Cancelled,Ahmedabad Wh,Google Ads,11131.9071,1096.235966,No,2733.0129,2024,2,22,Thursday,28.82168013,,,,,,,,
CUST01632,36,Male,Toys,26-06-2022,02-07-2022,6,No,3644.53,6,0,21867.18,3751.809914,48,207567.3178,Festive Sale,0,Not Assigned,No,218.65,Net Banking,Loyal,No,Tablet,Delivered,Mumbai Wh,Google Ads,9476.182761,4911.614462,No,12390.99724,2022,6,26,Sunday,17.15726451,,,,,,,,
CUST01452,54,Male,Electronics,19-06-2022,25-06-2022,6,No,3555.55,4,0,14222.2,2182.90158,44,63898.28924,Festive Sale,0,Delhivery,Yes,232.78,Credit Card,New,Yes,Tablet,Delivered,Ahmedabad Wh,Facebook Ads,12406.0642,2275.427698,No,1816.1358,2022,6,19,Sunday,15.34855072,,,,,,,,
CUST02937,43,Male,Home,16-02-2022,18-02-2022,2,No,4544.72,3,0,13634.16,4873.742838,43,99011.9812,Clearance,0,Bluedart,Yes,76.5,Upi,New,Yes,Unknown,Delivered,Mumbai Wh,Organic,10997.75273,1411.155931,No,2636.40727,2022,2,16,Wednesday,35.74655746,,,,,,,,
CUST00612,61,Male,Sports,16-09-2024,22-09-2024,6,No,2926.61,6,20,14047.728,3122.76882,16,95936.16152,Clearance,0,Indiapost,Yes,88.91,Credit Card,Unknown,No,Desktop,Delivered,Delhi Wh,Google Ads,9748.311792,983.4155145,Yes,4299.416208,2024,9,16,Monday,22.22970732,,,,,,,,
CUST03734,20,Male,Sports,04-10-2023,09-10-2023,5,No,3842.78,6,0,23056.68,9606.40681,17,136633.9405,Clearance,0,Not Assigned,No,253.55,Cash On Delivery,Loyal,Yes,Mobile,Cancelled,Delhi Wh,Facebook Ads,13649.28409,1296.601272,No,9407.39591,2023,10,4,Wednesday,41.66431078,,,,,,,,
CUST02723,38,Male,Electronics,07-11-2024,11-11-2024,4,No,3997.62,5,0,19988.1,9783.706089,3,52802.38239,Festive Sale,418.06,Bluedart,Yes,166.92,Net Banking,Unknown,No,Unknown,Delivered,Ahmedabad Wh,Organic,15346.62244,2499.71593,No,4641.47756,2024,11,7,Thursday,48.9476543,,,,,,,,
CUST02825,41,Male,Toys,25-11-2024,29-11-2024,4,No,1120.84,5,5,5323.99,796.2801681,42,29850.98875,Summer Bonanza,434.55,Bluedart,No,59.31,Upi,At Risk,No,Unknown,Delivered,Ahmedabad Wh,Email,12930.48421,4279.235122,Yes,-7606.49421,2024,11,25,Monday,14.95645499,,,,,,,,
CUST03606,38,Male,Electronics,23-07-2022,04-08-2022,12,Yes,5767.54,6,15,29414.454,10970.20596,36,115347.7026,Festive Sale,225.3,Bluedart,No,285.09,Debit Card,Loyal,No,Tablet,Delivered,Ahmedabad Wh,Facebook Ads,7949.469306,1121.581434,Yes,21464.98469,2022,7,23,Saturday,37.29529013,,,,,,,,
CUST00578,64,Female,Electronics,20-06-2024,28-06-2024,8,Yes,1739.27,3,0,5217.81,1750.226804,46,16265.15656,Summer Bonanza,393.79,Delhivery,Yes,296.46,Credit Card,Loyal,Yes,Mobile,Returned,Bangalore Wh,Referral,8403.614686,1904.149815,No,-3185.804686,2024,6,20,Thursday,33.54332189,,,,,,,,
CUST03172,54,Female,Clothing,22-06-2022,01-07-2022,9,Yes,3811.93,2,10,6861.474,828.9851178,45,18944.87589,No Campaign,0,Indiapost,No,272.31,Net Banking,Loyal,No,Tablet,Delivered,Delhi Wh,Referral,2150.929003,4006.66804,Yes,4710.544997,2022,6,22,Wednesday,12.08173518,,,,,,,,
CUST00547,58,Female,Beauty,01-12-2023,12-12-2023,11,Yes,2282.7,1,5,2168.565,158.0076384,26,13211.52014,New Year Blast,490.61,Delhivery,Yes,192.5,Net Banking,Loyal,No,Unknown,Delivered,Bangalore Wh,Referral,8407.999088,3355.542765,Yes,-6239.434088,2023,12,1,Friday,7.286276335,,,,,,,,
CUST00622,27,Female,Sports,10-10-2024,11-10-2024,1,No,5567.58,3,10,15032.466,4602.693924,17,78069.28811,Summer Bonanza,155.05,Ecomexpress,Yes,79.18,Credit Card,New,No,Desktop,Delivered,Ahmedabad Wh,Organic,15758.68744,240.653655,Yes,-726.22144,2024,10,10,Thursday,30.61835579,,,,,,,,
CUST01038,61,Male,Beauty,04-07-2022,08-07-2022,4,No,5836.17,1,0,5836.17,1600.128093,25,53296.97941,Clearance,513.35,Delhivery,No,144.99,Net Banking,Unknown,Yes,Desktop,Delivered,Delhi Wh,Organic,1516.116234,1326.493609,No,4320.053766,2022,7,4,Monday,27.4174346,,,,,,,,
CUST01381,61,Female,Electronics,03-11-2024,11-11-2024,8,Yes,5451.3,3,0,16353.9,7106.532488,27,161356.7076,Summer Bonanza,152.4,Ecomexpress,No,155.85,Unknown,New,Yes,Desktop,Delivered,Bangalore Wh,Google Ads,3675.283395,724.2582135,No,12678.61661,2024,11,3,Sunday,43.45466517,,,,,,,,
CUST00500,53,Female,Clothing,09-05-2023,17-05-2023,8,No,5984.59,5,10,26930.655,10911.67116,28,195787.6268,Festive Sale,0,Delhivery,No,116.94,Debit Card,Loyal,No,Unknown,Cancelled,Bangalore Wh,Organic,16883.80852,302.3435859,Yes,10046.84648,2023,5,9,Tuesday,40.51765975,,,,,,,,
CUST02571,58,Female,Electronics,10-02-2024,12-02-2024,2,No,520.2,1,0,520.2,81.38369096,19,4271.920485,No Campaign,0,Bluedart,Yes,140.73,Cash On Delivery,New,No,Tablet,Delivered,Mumbai Wh,Facebook Ads,11445.36018,4741.218025,No,-10925.16018,2024,2,10,Saturday,15.64469261,,,,,,,,
CUST03525,31,Male,Sports,12-08-2024,16-08-2024,4,No,1672,3,5,4765.2,1991.197713,45,32394.72834,Summer Bonanza,533.57,Indiapost,Yes,295.86,Cash On Delivery,New,Yes,Tablet,Shipped,Bangalore Wh,Referral,13489.73937,3142.871813,Yes,-8724.53937,2024,8,12,Monday,41.7862359,,,,,,,,
CUST03536,33,Female,Health,19-02-2022,02-03-2022,11,Yes,3138.2,4,0,12552.8,2820.611283,2,31851.02644,New Year Blast,573.58,Bluedart,Yes,62.56,Cash On Delivery,Loyal,Yes,Mobile,Delivered,Ahmedabad Wh,Email,6566.86893,2754.714636,No,5985.93107,2022,2,19,Saturday,22.46997708,,,,,,,,
CUST01876,25,Female,Clothing,25-03-2024,04-04-2024,10,Yes,3965.41,5,0,19827.05,4233.944355,17,134474.7711,Festive Sale,0,Ecomexpress,Yes,242.18,Net Banking,New,No,Unknown,Delivered,Ahmedabad Wh,Referral,9878.223912,4314.390732,No,9948.826088,2024,3,25,Monday,21.35438381,,,,,,,,
CUST03749,44,Male,Home,23-06-2022,28-06-2022,5,No,4296.41,2,5,8163.179,2805.439305,37,52453.81242,Clearance,0,Delhivery,Yes,234.4,Cash On Delivery,Unknown,Yes,Desktop,Returned,Bangalore Wh,Facebook Ads,15279.21129,2998.222317,Yes,-7116.03229,2022,6,23,Thursday,34.36699483,,,,,,,,
CUST01595,26,Male,Electronics,18-11-2023,19-11-2023,1,No,4881.43,5,5,23186.7925,11161.60335,8,225753.2986,No Campaign,0,Ecomexpress,Yes,237.89,Unknown,New,No,Mobile,Delivered,Mumbai Wh,Email,17545.659,2930.668943,Yes,5641.1335,2023,11,18,Saturday,48.13776356,,,,,,,,
CUST03491,47,Female,Sports,27-09-2023,01-10-2023,4,No,4269.63,1,0,4269.63,736.1144616,2,15483.12183,Clearance,0,Ecomexpress,No,262.55,Debit Card,New,No,Unknown,Delivered,Mumbai Wh,Google Ads,19489.28905,1089.295633,No,-15219.65905,2023,9,27,Wednesday,17.24070848,,,,,,,,
CUST03572,51,Male,Beauty,21-01-2022,30-01-2022,9,No,4323.37,5,5,20536.0075,3876.718146,10,176136.7666,Summer Bonanza,0,Indiapost,Yes,89.58,Cash On Delivery,Unknown,Yes,Tablet,Cancelled,Mumbai Wh,Organic,17050.30573,3139.903968,Yes,3485.70177,2022,1,21,Friday,18.8776623,,,,,,,,
CUST03668,21,Female,Toys,20-03-2023,21-03-2023,1,No,5814.76,4,0,23259.04,10510.6895,50,50122.76422,Clearance,0,Ecomexpress,No,172.39,Unknown,At Risk,No,Mobile,Delivered,Bangalore Wh,Facebook Ads,1536.167021,3373.21286,No,21722.87298,2023,3,20,Monday,45.18969614,,,,,,,,
CUST00877,51,Male,Home,27-04-2023,03-05-2023,6,No,1140.45,1,20,912.36,249.5020612,33,2378.405559,Festive Sale,0,Not Assigned,No,33.31,Net Banking,Loyal,No,Unknown,Cancelled,Bangalore Wh,Organic,6998.465019,4418.709959,Yes,-6086.105019,2023,4,27,Thursday,27.34688733,,,,,,,,
CUST01272,22,Female,Beauty,23-06-2023,25-06-2023,2,No,3627.47,5,5,17230.4825,5228.074531,44,128610.9468,Clearance,0,Ecomexpress,Yes,287.58,Debit Card,Returning,No,Mobile,Delivered,Mumbai Wh,Google Ads,15028.01427,2184.172918,Yes,2202.46823,2023,6,23,Friday,30.34200888,,,,,,,,
CUST02850,64,Male,Sports,23-10-2022,26-10-2022,3,No,835.98,1,15,710.583,-26.42221619,19,3785.532818,Festive Sale,168.57,Delhivery,No,252.88,Cash On Delivery,New,Yes,Desktop,Delivered,Bangalore Wh,Email,8475.473998,1099.237787,Yes,-7764.890998,2022,10,23,Sunday,-3.718385634,,,,,,,,
CUST03624,49,Male,Sports,09-12-2024,12-12-2024,3,No,3868.63,1,0,3868.63,1675.974689,3,34317.60894,New Year Blast,0,Not Assigned,No,213.35,Cash On Delivery,Loyal,No,Desktop,Delivered,Delhi Wh,Facebook Ads,8840.14379,2889.436769,No,-4971.51379,2024,12,9,Monday,43.32217578,,,,,,,,
